,id,open,high,low,volume,market_cap,social_score,average_sentiment,price_score,social_impact_score,correlation_rank,volatility,percent_change_24h,market_cap_global,close
2822,ID_3ZNZqr,8902.511831,8902.511831,8879.244387,1512032846.0,163083899755.0,13072568.0,3.6,2.9,4.4,3.4,0.01318452,2.2459777506171985,251012292426.0,8900.39686
2824,ID_3ZRD7r,8639.515744,8673.423904,8634.29906,583140785.0,157731641717.0,16253109.0,3.6,2.7,3.5,4.1,0.00850856,-0.0854025426551194,235936636612.0,8673.423904
2825,ID_3ZRPZQ,6939.41672,6965.815998,6903.726799,1991569524.0,126434615602.0,8927859.0,3.6,2.4,4.0,4.4,0.03025128,3.966874990321744,193850053089.0,6941.015617
2827,ID_3ZT2fP,9178.342586,9178.342586,9168.337522,538586192.0,165113486335.97,3841257.0,3.7,3.4,4.3,1.8,0.00775565,-1.8786060187779312,245655066004.0,9168.337522
2831,ID_3ZWZVu,57460.184734,57651.16327,57280.81203,2774288224.0,1075213452579.0,50574346.0,3.6,3.5,4.1,3.0,0.02629917,-0.1788022499751694,1811572713193.0,57581.993082
2833,ID_3ZXqhG,8723.857031,8723.857031,8708.416059,517970458.0,158455757104.0,21013402.0,3.6,3.9,4.0,3.5,0.01447737,3.293498116001902,239479271174.0,8720.884474
2834,ID_3ZXwMJ,9066.164156,9072.29892,9066.164156,1548082676.0,165643292013.0,8048164.0,3.7,2.8,4.2,3.8,0.01521853,1.2740909066903572,258248034996.0,9072.29892
2835,ID_3ZZZjB,11226.188062,11242.495971,11226.188062,900361500.0,208334249641.0,13935196.0,3.6,3.2,4.2,3.9,0.00819451,0.3633840247874389,350376259750.0,11242.495971
2840,ID_3Zaw29,44712.915,44939.701246,44600.406852,2188766300.0,834746024149.0,60546114.0,3.7,3.1,3.7,2.9,0.01930142,-3.0320463672669185,1385980482334.0,44695.868467
2842,ID_3Zcuf6,13618.397265,13669.652442,13613.23067,1314524086.0,253280139349.0,9564080.0,3.6,2.6,4.2,3.5,0.02302145,3.93180716570827,411034792144.0,13669.652442
2843,ID_3ZdERo,9272.133187,9283.366483,9272.133187,462942524.0,169410954336.0,13039310.0,3.7,3.0,3.7,3.2,0.00643186,-0.6436614195033172,256875960363.0,9283.366483
2846,ID_3ZeZaL,8675.648684,8675.648684,8615.839055,573476109.0,156700281914.0,24550651.0,3.6,5.0,3.0,3.9,0.00841365,-1.1768270802674234,234515605605.0,8631.345731
2847,ID_3Zeezn,7469.402768,7469.402768,7444.549887,455698364.0,134671890403.0,9336366.0,3.6,3.0,4.3,3.4,0.02818326,2.8718233192286133,201290079500.0,7448.43797
2850,ID_3ZiCQ8,8321.713979,8322.089535,8321.713979,313602094.0,151365681846.0,8328896.0,3.7,2.8,3.7,3.7,0.00896631,-1.9946050939812017,227106164369.0,8321.833368
2851,ID_3ZirG6,18971.918294,19067.125871,18971.918294,980459145.0,353511667033.0,23118002.0,3.6,3.1,4.1,2.6,0.00550856,-0.6940599868652233,570496868990.0,19067.125871
2856,ID_3ZmEK4,19159.346341,19198.340037,19154.59355,945950902.0,356112282416.0,10556619.0,3.6,2.2,4.4,3.4,0.00521557,-0.0520490026389762,567549099083.0,19192.870656
2859,ID_3ZrTgk,9200.736258,9201.703754,9170.190785,646926062.0,165410874442.58,7221554.0,3.7,2.7,4.3,2.8,0.01337155,-2.708254952178704,245345761271.0,9179.169111
2860,ID_3ZsdiH,11799.10236,11834.408523,11799.10236,976879716.0,217835527764.0,15153068.0,3.6,3.3,3.0,3.1,0.01627363,-3.275753134121042,373978127070.0,11834.408523
2861,ID_3ZtVPx,10398.883998,10398.883998,10368.623518,350687927.0,186105142600.43,4819927.0,3.8,1.0,1.7,1.0,0.00848412,0.0987841831303977,268860769594.28,10368.623518
2862,ID_3ZtWnJ,6837.842871,6837.842871,6802.668226,1745307524.0,124723313882.0,9936048.0,3.7,2.9,4.0,5.0,0.03511772,2.2805242737740103,190354133582.0,6816.310258
2867,ID_3ZwipH,18787.490194,18862.215569,18787.174247,1336161496.0,348610110318.0,16322680.0,3.6,3.4,3.8,4.1,0.01922978,6.001469819296734,553442623780.0,18862.215569
2869,ID_3ZxZPk,6060.107921,6129.327326,6041.457283,1647667541.0,111171833648.0,8633068.0,3.6,5.0,3.0,3.2,0.01448593,-1.4302246941244794,171038679127.0,6084.336802
2874,ID_3ZzGn2,11509.27644,11563.674841,11509.27644,2544543970.0,213517356828.0,21988737.0,3.7,3.5,4.3,2.5,0.00711154,-2.6621942982470794,353752723856.0,11563.674841
2876,ID_3a2MJ9,9442.326919,9457.813634,9204.999285,1125012706.0,166482185365.1,7035694.0,3.7,1.0,4.1,1.7,0.01569914,-3.256181063557396,245896877722.0,9219.545283
2879,ID_3a5rsv,8746.401914,8770.418025,8746.401914,1143489380.0,160131971200.0,8836054.0,3.7,3.0,3.7,3.0,0.01215716,0.9254647593658504,249931272504.0,8770.418025
2880,ID_3a79bJ,10170.803741,10170.803741,10147.222152,1686469194.0,187377438782.0,5795158.0,3.7,2.9,3.0,3.0,0.01640795,-2.719072482650877,320520025101.0,10147.222152
2881,ID_3a87fw,6295.585839,6316.868159,6268.0372,1534396872.0,115060553148.0,13401651.0,3.7,3.1,4.1,4.7,0.03048359,4.46071368798649,175091066769.0,6284.965063
2883,ID_3a9C4Q,9017.641186,9040.589748,9017.641186,1775726279.0,165824112901.0,13114192.0,3.7,3.1,4.5,3.4,0.01332623,4.307769117126604,252735005499.0,9031.659163
2885,ID_3a9xry,7965.110894,7981.491058,7965.110894,429405648.0,143637085130.52,194.0,3.0,3.0,3.9,3.2,0.01116187,-2.8934506598927032,216227521863.0,7981.491058
2886,ID_3aA6hZ,59347.329667,59347.329667,59062.909564,2604891275.0,1091545726518.0,39859564.0,3.6,3.2,3.8,3.5,0.01146638,3.0194721039445374,1997672012385.0,59062.909564
2888,ID_3aADio,51393.736789,51464.619431,50987.120376,3597035740.0,949010308099.0,77618599.0,3.6,3.0,3.7,3.0,0.0194229,2.860827427175524,1563682364644.0,51067.670775
2889,ID_3aAoDF,9004.691162,9004.691162,8933.089933,659197310.0,161331688199.0,2319659.0,3.8,2.6,4.0,4.0,0.0123947,1.6374824067435203,243575459795.0,8938.128882
2892,ID_3aCqFu,9664.269734,9665.556451,9648.544249,715328837.0,177505535116.0,16318127.0,3.7,2.7,4.2,3.2,0.01000855,-0.2255758398793413,276759888763.0,9665.556451
2893,ID_3aE456,11223.936225,11223.936225,11218.181778,1042418666.0,206983717630.0,24710143.0,3.7,2.9,4.1,3.4,0.00802708,-1.53152561318972,349746523807.0,11218.181778
2897,ID_3aEz6d,37516.45333,37622.845459,37325.331702,2083432780.0,698545031871.0,41627027.0,3.6,2.2,4.1,2.8,0.01624977,1.0954897493903757,1167063744075.0,37596.156126
2898,ID_3aFobA,58541.124029,58580.9696,58273.140018,2231958928.0,1089499163236.0,49416211.0,3.7,5.0,3.0,3.5,0.01862438,-1.109480889843634,1838404806801.0,58358.225719
2901,ID_3aGNAH,7395.697337,7395.697337,7331.273524,423102918.0,132650030965.0,15138679.0,3.6,2.8,4.2,3.2,0.01605018,-1.8060626720000992,197431521833.0,7339.82361
2902,ID_3aH92M,19222.915581,19222.915581,19064.84845,1561570807.0,354791668032.0,15203815.0,3.7,1.0,3.0,3.7,0.01710642,-2.4624193741797447,573212537053.0,19064.84845
2903,ID_3aHhTD,7267.545161,7297.692269,7267.545161,394098278.0,131856526894.0,13533282.0,3.6,3.7,4.1,4.0,0.00541243,1.1142380985240172,197120909873.0,7286.492061
2905,ID_3aJwj4,59432.450345,59463.757377,59305.363606,2997059841.0,1109688005851.0,38056361.0,3.6,2.7,4.3,3.7,0.00970825,1.2956058604675902,2042720380385.0,59433.507603
2906,ID_3aKxrs,47287.944998,47492.947889,47027.896397,2209899383.0,882976978265.0,24771799.0,3.7,3.0,3.0,2.4,0.02813216,-4.397293045399054,1494313574540.0,47466.874841
2907,ID_3aLHcy,56777.867095,56926.558555,56707.595411,2209773910.0,1057514950450.0,70348830.0,3.6,2.9,3.6,3.2,0.01566423,-1.4571570039452124,1821669283286.0,56848.400916
2909,ID_3aMHYJ,11630.234319,11662.306965,11630.234319,633190212.0,215179418664.0,12426227.0,3.6,3.0,3.7,2.9,0.00351866,-0.1173192440843517,368688664819.0,11662.306965
2912,ID_3aNU6a,11099.508617,11116.778775,11099.508617,996005692.0,205263719573.0,13992565.0,3.5,3.0,3.6,2.8,0.02220527,-3.644069611431925,340181408891.0,11116.778775
2913,ID_3aPf4d,9664.363908,9668.310349,9659.402175,710980167.0,177477390903.0,19580578.0,3.7,1.1,4.2,3.5,0.01034835,0.0929688390862146,276539128350.0,9659.402175
2914,ID_3aPvdz,8133.955141,8133.955141,8024.79114,549044739.0,145159309427.65,5899632.0,3.7,1.0,2.1,4.4,0.00839054,-2.9052539199882523,222083491316.12,8059.946767
2915,ID_3aQ8Px,9309.953213,9318.99225,9309.953213,608562430.0,170977514466.0,14198766.0,3.5,3.0,4.0,3.2,0.00736478,0.6278002637029957,276815906870.0,9318.99225
2916,ID_3aQjMw,8111.932243,8145.793265,8109.61167,358393010.0,147721216767.0,15916648.0,3.7,4.8,4.2,2.1,0.00377252,0.2327391780895893,215891425690.0,8143.99825
2917,ID_3aRpVM,7289.847992,7298.363249,7264.017981,352946391.0,131555174839.0,12849857.0,3.7,3.1,4.3,2.7,0.00713404,-0.7816809042885198,196867068499.0,7276.141526
2919,ID_3aSuhE,6852.718644,6915.479377,6829.998371,841341308.0,124586299417.0,19380152.0,3.7,5.0,4.4,4.1,0.01607709,2.354959121555773,183641510355.0,6891.883651
2921,ID_3aTTwK,9018.271062,9044.42899,9014.880072,619330730.0,162859981304.16,8235494.0,3.7,3.4,3.8,2.5,0.00835389,-1.7726774655138362,244162421943.0,9024.302668
2922,ID_3aTXdq,5342.055248,5342.055248,5313.595841,1256858117.0,97393858693.0,14469746.0,3.7,2.6,3.3,3.5,0.02366243,-2.0762284020662864,151353139809.0,5313.595841
2925,ID_3aV7Pq,15686.198792,15707.178126,15686.198792,1455601929.0,291232395541.0,19856992.0,3.6,3.4,3.0,3.7,0.02217629,-0.4288023446271509,462369361278.0,15707.178126
2927,ID_3aW8VL,8821.657858,8821.657858,8728.827766,2134207058.0,160922369682.0,30888345.0,3.8,2.9,3.7,3.0,0.0512202,-9.166183701488336,243744385876.0,8761.366734
2928,ID_3aWmfS,9198.680746,9271.262007,9198.680746,1538617160.0,169670994013.0,19021006.0,3.7,5.0,3.9,2.6,0.01710988,1.1910963606328964,258922626715.0,9271.262007
2930,ID_3aX35A,6146.601931,6174.982344,6097.012763,2188204890.0,111597615384.0,58012618.0,3.6,3.0,3.8,2.5,0.08560843,-21.34159188501902,170490580289.0,6132.995748
2931,ID_3aXm2a,59062.741929,59139.248214,58775.817846,2036552253.0,1102016000439.0,47843658.0,3.7,2.9,4.1,3.7,0.02492503,4.342760377891654,1856431619480.0,59012.963269
2933,ID_3aY4cJ,9353.242381,9361.636293,9353.242381,633139432.0,170748885856.0,19900165.0,3.7,1.8,3.8,3.8,0.00408369,0.8945316899109389,258870043390.0,9361.636293
2934,ID_3aZ5jE,6625.956551,6638.927298,6518.246862,2380331803.0,121357631197.0,34980654.0,3.7,2.8,3.7,2.9,0.05003583,5.95874567432349,182883180871.0,6605.887109
2935,ID_3aZm6i,9684.726495,9684.726495,9666.74315,735436284.0,176775655741.0,7826686.0,3.7,3.0,4.3,3.2,0.00722035,-1.561926278540092,275691302487.0,9666.74315
2937,ID_3aasJX,6826.810718,6864.017374,6820.465427,1417128054.0,124997407642.0,5442281.0,3.5,3.6,4.0,3.7,0.01289783,-1.7286016761911551,192348549051.0,6864.017374
2938,ID_3abKrs,11971.901518,11977.716719,11969.942982,904506466.0,220982429538.0,26190429.0,3.6,3.0,3.6,4.0,0.01051514,2.3901477895724943,369553735275.0,11977.716719
2941,ID_3adc6E,8092.227344,8104.757695,8092.227344,395087320.0,147454525547.0,7805085.0,3.7,2.8,3.0,3.7,0.00580906,0.9146728296843786,216427187615.0,8104.757695
2943,ID_3ag5Sj,8211.094728,8219.312819,8211.094728,419449757.0,147888950508.01,3108453.0,3.7,2.9,4.0,3.2,0.00655557,-0.3346444405825989,222915349738.0,8219.312819
2944,ID_3agXUX,9688.759594,9688.759594,9680.397371,779901854.0,178035991589.0,11553175.0,3.8,3.0,4.4,3.7,0.01362195,2.7618557366241454,276698637497.0,9680.397371
2945,ID_3aga6L,7768.194054,7768.194054,7749.661928,405629307.0,140038187709.0,9113047.0,3.7,3.0,4.2,4.5,0.01541231,4.278861654404241,209885009251.0,7749.661928
2948,ID_3ah8Vo,7170.390705,7177.792746,7170.390705,1356733701.0,131390217585.0,12550526.0,3.7,2.7,4.4,2.9,0.0057412,0.1084327667632099,207927060580.0,7177.792746
2951,ID_3akbfV,8791.827476,8800.882341,8791.827476,1053097202.0,160213357778.0,10470342.0,3.7,2.9,3.0,3.6,0.01757814,-3.603684487476342,251070438357.0,8800.882341
2952,ID_3amJJD,10265.310062,10265.310062,10205.704986,2016390306.0,186187131651.0,36034085.0,3.7,3.7,4.2,3.8,0.00699214,-0.0880296013692531,301276881870.0,10205.704986
2953,ID_3amwgG,6915.756435,6918.604923,6915.756435,1047231604.0,126656801769.0,15658512.0,3.7,1.8,3.7,2.8,0.01706647,0.6815867023815504,200248738942.0,6918.604923
2954,ID_3ao4wn,8888.663075,8892.478892,8862.545871,485338619.0,161799633035.0,15260219.0,3.7,3.0,4.2,5.0,0.01760197,3.6733253085280206,242304138851.0,8864.140948
2955,ID_3apEpU,15573.308545,15573.308545,15498.481883,1550453307.0,296954927857.0,30520431.0,3.7,2.9,3.9,3.3,0.03951046,5.82902338358744,452834372828.0,15558.422069
2957,ID_3apnhe,11818.001416,11824.648529,11818.001416,743969267.0,218469860675.0,18824584.0,3.7,3.0,4.3,2.7,0.00335495,-0.1159478150959918,379105073637.0,11824.648529
2959,ID_3aqsXU,50591.893838,50591.893838,50193.713619,1995109191.0,939225254484.0,18421375.0,3.7,5.0,3.7,3.8,0.02310228,1.9561329442003883,1606298991829.0,50422.51784
2961,ID_3arcBJ,9672.674293,9689.132749,9672.674293,880613736.0,177675605475.0,12608862.0,3.7,3.0,3.0,2.7,0.00629828,1.689328998790186,276709025305.0,9689.132749
2962,ID_3as7gz,8847.868216,8898.374947,8847.868216,1199387954.0,161788447738.0,8201763.0,3.6,3.6,4.1,2.1,0.00718571,0.3513020226598431,253916937572.0,8898.374947
2963,ID_3au4Bn,11378.907767,11378.907767,11339.449473,753070872.0,209751737842.0,11668017.0,3.6,2.5,3.0,4.2,0.00259969,-0.1855779885775215,363219033223.0,11339.449473
2964,ID_3auM36,10260.088325,10275.238656,10229.772254,1321890026.0,188971838565.0,24270769.0,3.7,3.0,4.0,3.5,0.01978535,2.780706134594673,313132809495.0,10240.996402
2966,ID_3auZCG,9786.678254,9921.196694,9724.356845,2905484034.0,182973625322.0,22661314.0,3.8,2.4,4.1,2.4,0.00379811,0.6253571611077966,279669136444.0,9810.758764
2968,ID_3axCcv,57109.392736,57584.979971,57090.014091,2739634996.0,1071746520550.0,37718590.0,3.7,2.8,4.1,3.8,0.01878848,3.707495770872235,1858432737249.0,57443.385276
2970,ID_3az6jX,7608.696046,7646.746456,7608.696046,1344910593.0,140010707771.0,14084570.0,3.7,3.9,4.2,3.3,0.00487207,1.16624771664561,221373660453.0,7646.746456
2972,ID_3azkUL,11718.462325,11732.772008,11718.462325,677929784.0,216774749538.0,19093271.0,3.6,2.7,4.3,3.3,0.00605526,0.5313848243251439,372959865263.0,11732.772008
2973,ID_3azwPC,11281.569672,11281.569672,11278.599794,1067176619.0,208299707647.0,11546216.0,3.6,3.6,3.7,3.2,0.00684974,0.0960345882202528,349419071480.0,11278.599794
2975,ID_3b38L7,9162.878408,9162.8987,9142.27097,1246312431.0,168082677378.0,15527046.0,3.6,1.0,4.1,2.5,0.0105524,-0.2515266366632704,256154910522.0,9159.439888
2978,ID_3b52wv,10430.064989,10438.3952,10430.064989,402129155.0,187068375543.86,5393643.0,3.7,3.5,1.9,5.0,0.00952654,1.5481003439528105,268640028086.0,10438.3952
2979,ID_3b9uUC,9581.610497,9581.610497,9540.867443,748109717.0,176311309981.0,12411675.0,3.6,2.9,4.3,3.6,0.00597967,0.4525858060358136,290552544740.0,9540.867443
2980,ID_3bARFc,13103.526218,13107.511847,13093.213979,735487645.0,242631315481.0,6217525.0,3.6,2.8,4.1,3.2,0.00531823,-0.1606397136570263,399887957643.0,13093.213979
2981,ID_3bAZuG,47954.641424,48815.943461,47866.58187,4404614446.0,901314066822.0,71028419.0,3.7,3.0,3.0,4.4,0.02660595,8.28396776908452,1493807924156.0,47949.854026
2983,ID_3bBcrB,8815.646703,8824.701203,8815.646703,2606911657.0,160762246681.0,16493625.0,3.7,3.0,4.2,2.8,0.01383926,-0.2345167868579899,251949005062.0,8824.701203
2985,ID_3bHHST,50975.898536,51394.449372,50490.2312,3852114054.0,947733320571.0,64634957.0,3.7,3.5,4.3,3.1,0.05241586,-0.2202416791218001,1566796515347.0,50716.429022
2987,ID_3bKoR3,9181.625331,9221.262024,9181.625331,1325909915.0,169295620284.0,20360680.0,3.6,3.5,4.2,3.5,0.02077494,1.5058465524073026,257357250861.0,9221.262024
2988,ID_3bLAcF,7158.952001,7158.952001,7158.424265,420713728.0,129311731679.0,10032295.0,3.5,1.0,3.7,1.8,0.01070339,0.1197948051373533,195421992525.0,7158.629208
2989,ID_3bLsEP,10994.925819,10994.925819,10969.251001,890673818.0,202104197045.0,14083448.0,3.6,3.0,3.7,3.3,0.00956203,-0.7806272899220504,328990460567.0,10969.251001
2991,ID_3bMPgY,7559.061636,7647.072212,7523.781275,761873436.0,135943897757.0,11967358.0,3.7,1.0,4.3,3.2,0.02952294,-5.060083847357536,205870434230.0,7523.781275
2994,ID_3bNg8x,6643.925796,6643.925796,6633.512619,1369280613.0,120838380256.0,7257208.0,3.7,3.2,3.7,3.4,0.01895739,3.5582799916773613,185437878777.0,6633.512619
2995,ID_3bNj6i,59891.103903,59938.963303,59767.735889,1931603185.0,1116915316848.0,30169798.0,3.7,2.9,4.0,2.7,0.00664555,1.4804987222254833,1978439426815.0,59871.638045
2997,ID_3bR7YQ,7325.184075,7325.184075,7303.915663,938050715.0,132576886643.0,12719483.0,3.7,3.0,4.2,4.0,0.02026366,5.11224875397467,194564683244.0,7303.915663
2998,ID_3bRiMH,8610.210613,8621.590959,8606.098362,553445757.0,155527953680.0,5235508.0,3.7,3.2,3.7,3.0,0.00500688,-1.7203318577614566,236211641318.0,8621.590959
2999,ID_3bRqHT,9588.819963,9602.450562,9588.819963,704257535.0,176871079493.0,16528715.0,3.6,4.2,4.3,3.8,0.00986887,2.113439754041406,292238749092.0,9602.450562
3000,ID_3bS73t,9189.394912,9207.925916,9189.394912,450779521.0,168790443239.0,6555315.0,3.7,4.4,3.0,3.1,0.00230872,0.1616762240284649,275724314675.0,9207.925916
3001,ID_3bTCXG,46191.090575,47474.097173,46081.785447,3426415900.0,877029911152.0,154383855.0,3.5,2.7,4.3,3.1,0.0389919,-7.79589640977858,1465154532168.0,46965.045868
3003,ID_3bXBjM,7161.794661,7161.794661,7161.041871,1235392817.0,131369456006.0,11710425.0,3.6,3.1,4.3,3.1,0.0090573,0.2793588618522367,207785262249.0,7161.041871
3004,ID_3bXNG2,7402.111951,7428.228853,7402.111951,1444235802.0,135713788230.0,6221706.0,3.7,1.0,4.2,3.3,0.01215921,1.913280791151148,212160745568.0,7425.993243
3005,ID_3bYPCu,15583.084917,15583.084917,15514.538014,1128805249.0,287811811068.0,17039643.0,3.6,2.4,3.0,2.6,0.01287283,0.2807208553854286,457689673839.0,15514.538014
3006,ID_3bYb7A,51436.928594,51782.048264,51416.873634,2564634184.0,957916749280.0,139643068.0,3.6,3.1,3.0,3.4,0.02081116,5.656524821405615,1609707127666.0,51504.651921
3008,ID_3bZtwJ,13191.217914,13253.737621,13176.368885,1042818569.0,245421903067.0,25900756.0,3.6,2.3,3.0,3.3,0.01820776,0.9778095966216228,400191963745.0,13253.737621
3009,ID_3bZxLY,11390.679765,11390.679765,11375.449134,658055956.0,210651207264.0,8081874.0,3.6,2.9,3.0,3.3,0.0024786,0.2225855032820731,365478555405.0,11375.449134
3010,ID_3baorC,49027.246242,49289.71134,49027.246242,1938504889.0,917578575496.0,31859330.0,3.7,5.0,3.0,2.5,0.01306984,0.7321778609617866,1568010097968.0,49272.290754
3011,ID_3bb6Ay,7872.174986,7888.947955,7870.14317,1635364566.0,144396384599.0,14558242.0,3.7,3.5,3.6,3.1,0.00580832,2.045171384417284,228179636358.0,7884.645055
3012,ID_3bbPcF,9202.42906,9227.710223,9200.753295,628935364.0,168171587751.0,7085392.0,3.7,3.6,4.2,2.9,0.0066498,-0.0647706986505269,258037360084.0,9222.436349
3013,ID_3bctKu,9347.287381,9355.216416,9343.622068,690323803.0,168679759448.73,6352456.0,3.8,3.5,3.8,3.8,0.00618037,0.7706487764558079,252229629013.0,9355.216416
3015,ID_3bd7si,11774.262421,11792.533525,11774.262421,1322219816.0,217714001418.0,18349884.0,3.7,3.0,3.7,3.7,0.01573111,-1.52865641657109,372650832894.0,11792.533525
3016,ID_3bd8fN,10286.484527,10356.900589,10286.484527,1946594544.0,191079388432.0,17882258.0,3.6,3.1,4.0,2.8,0.03355747,-9.69657975370102,358694269974.0,10328.219831
3017,ID_3bdSsW,56784.344695,56914.395504,56453.100776,2820294408.0,1062630050537.0,67878094.0,3.9,2.8,3.3,3.1,0.03149676,1.827867791483128,1780237159442.0,56636.499646
3019,ID_3beJz3,8342.189045,8352.033978,8342.189045,488940655.0,150238711855.33,30400524.0,3.7,2.8,2.7,2.2,0.013705,-2.7906145518668546,225690892735.53,8351.55986
3020,ID_3bf4B9,9580.078963,9580.078963,9563.39795,1231048453.0,175395212779.0,15209626.0,3.7,3.0,3.6,2.5,0.00648449,1.2351583600001963,271034417274.0,9563.39795
3023,ID_3bhMsg,7645.495514,7645.495514,7641.170476,1214163113.0,140077093188.0,17145490.0,3.7,2.9,3.7,3.8,0.00518998,1.2422578307382175,221243126498.0,7641.496752
3026,ID_3biKWz,50277.160957,50593.710847,49755.205116,3292908786.0,936423198089.0,93143841.0,3.6,3.0,4.3,3.0,0.05008391,0.9299025277499534,1557714671516.0,50256.776186
3027,ID_3biisZ,13169.851329,13169.851329,12952.297146,1557420207.0,240251635568.0,6844468.0,3.6,2.3,4.1,4.2,0.00872539,-0.0909081259147134,400325992045.0,12972.821751
3028,ID_3bk3bD,10323.532853,10323.532853,10297.40125,1002154702.0,190226976440.0,15029423.0,3.7,3.2,4.4,3.5,0.00794312,-0.8471304357090585,336981238076.0,10297.40125
3029,ID_3bkGGr,9145.398266,9170.409393,9135.318413,649922667.0,164984862456.15,6729826.0,3.7,2.8,4.3,2.9,0.01318355,-2.0357832191930663,244965803647.0,9170.409393
3030,ID_3bkNLF,9759.04655,9759.04655,9758.620956,1192205265.0,178129117011.0,11189776.0,3.7,3.0,3.6,3.0,0.00912431,-1.0187765840576883,282201037045.0,9758.620956
3031,ID_3bkPVb,7373.561119,7451.437827,7373.561119,840371451.0,135221577184.0,9602766.0,3.7,5.0,3.0,2.8,0.00451609,2.2391029674844485,198292652931.0,7444.893853
3032,ID_3bm3BE,9482.515825,9499.239419,9482.515825,987586209.0,173985231569.0,14232394.0,3.7,3.8,4.2,3.3,0.00518737,-0.2239283720788858,270831034776.0,9499.239419
3034,ID_3bmrEo,59363.673258,59363.673258,59211.531994,2708432683.0,1107516957674.0,31289072.0,3.7,3.5,3.0,3.1,0.00689948,-0.1625089177955266,1985543247307.0,59211.531994
3035,ID_3bnr9P,11918.814933,11918.814933,11911.606796,787507872.0,219672892182.0,11105755.0,3.6,4.5,3.0,2.9,0.00339971,0.3558409710575406,382631145554.0,11911.606796
3037,ID_3bqKNA,10707.503382,10707.503382,10700.596123,631403533.0,197957267688.0,7512279.0,3.6,3.2,3.0,3.1,0.00413423,0.943343450814049,343710339870.0,10700.596123
3040,ID_3brRP4,8271.376178,8271.376178,8227.044132,370417144.0,147890485032.35,4060369.0,3.7,2.2,2.0,2.0,0.0113588,-3.4492572960656576,220470634242.65,8238.90852
3041,ID_3bscX6,9339.766204,9342.977229,9318.440726,593528424.0,168001144039.54,4942511.0,3.8,3.0,3.7,3.4,0.00845376,1.496256942555252,249544160456.0,9319.242881
3042,ID_3btMkM,9792.269671,9799.254894,9792.269671,613568538.0,178312845011.0,9225049.0,3.7,3.7,3.5,3.1,0.00389107,0.705367201298867,278679826671.0,9799.254894
3043,ID_3btaAL,9719.493265,9724.802324,9719.493265,1287572249.0,177619251107.0,11859925.0,3.7,5.0,3.0,3.5,0.00859202,-1.003982054420514,281550029020.0,9724.802324
3044,ID_3bu9vT,56093.441237,56129.216628,55713.636097,1988401621.0,1040969782537.0,14745968.0,3.7,2.8,3.0,3.3,0.01401703,1.493426861844958,1795529273322.0,55788.324363
3045,ID_3buqEt,8747.923869,8747.923869,8739.903009,2864428783.0,159447078559.0,12023673.0,3.7,3.1,4.1,3.7,0.01072547,-2.3171934232430043,249010354005.0,8739.903009
3046,ID_3bvbBE,10873.579844,10880.598318,10861.334899,832783843.0,201178625003.0,16024165.0,3.5,2.8,4.1,3.3,0.00824727,1.799478632027095,349966539422.0,10861.334899
3047,ID_3bvcWs,9737.71862,9777.487169,9737.71862,1421164074.0,179030493834.0,5824847.0,3.7,3.1,3.0,3.4,0.00600244,1.0698867350111247,282876292649.0,9777.487169
3049,ID_3bx9s4,47880.338884,48150.45926,47656.887163,3382810088.0,890998863625.0,198459739.0,3.6,3.3,3.0,4.5,0.02069161,8.187269292594495,1456573633614.0,47983.825952
3051,ID_3by7EN,9719.539398,9719.539398,9682.808422,954055251.0,178087779972.0,15291818.0,3.8,5.0,4.2,2.7,0.00958612,2.423266433734076,276136760545.0,9682.808422
3052,ID_3byNdH,19265.563356,19295.459706,19257.579805,1044210363.0,357760822460.0,18401949.0,3.7,3.5,4.3,2.9,0.0039481,0.6448244523353327,570597085596.0,19271.614872
3053,ID_3byTwK,7100.511278,7117.74817,7094.856024,672174757.0,129077481302.0,12357520.0,3.6,2.3,4.0,3.1,0.00433571,0.908359793607556,192518711810.0,7116.090121
3054,ID_3byYJu,8872.816639,8880.27862,8861.177253,1108263211.0,163039628035.0,11076449.0,3.7,3.1,4.3,2.5,0.00977595,1.244341169220139,249963524046.0,8873.023787
3056,ID_3bz6Yo,10296.044629,10307.639902,10296.044629,678701116.0,188318898871.0,13982969.0,3.7,2.2,4.0,4.1,0.02103227,1.0394481803165914,301417521831.0,10307.639902
3057,ID_3c2s74,10335.967144,10335.967144,10318.31692,370866007.0,185290342281.37,15632647.0,3.8,5.0,1.8,2.0,0.0083437,-0.2764034493408497,267602844097.87,10328.422955
3058,ID_3c3BhQ,7108.328988,7108.328988,6969.723959,2627292592.0,127626376404.0,9067783.0,3.6,4.4,4.3,3.0,0.00952682,-4.89530011474854,198989508331.0,6969.723959
3059,ID_3c4g98,8577.485258,8594.360174,8546.568157,499747792.0,156171082575.68,10417542.0,3.8,2.7,2.8,5.0,0.02588588,6.464092191719079,235422153938.65,8563.732712
3060,ID_3c4rr7,8127.95536,8127.95536,8101.295391,375505618.0,145688651319.58,5691962.0,3.7,1.9,2.0,1.0,0.00513344,-0.758747842941685,216722759428.23,8101.295391
3061,ID_3c5Fjd,8109.797028,8192.635955,8060.873765,537446550.0,147222372553.0,8192678.0,3.7,2.8,3.0,3.0,0.01734755,0.6990347640411274,215963394002.0,8089.047929
3062,ID_3c6PxJ,19011.673898,19024.736847,19011.673898,956488365.0,352988568828.0,16008506.0,3.6,2.8,3.5,2.9,0.01153231,-0.0731045880978746,568990651684.0,19020.164145
